# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  3 20:42:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%imaging%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HR 8799 d,HR 8799,1,1,4,Imaging,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,37000.00000000,,,0,24.000000,,,0,13.000,1.000,0.000,0,1.200,0.100,0.000,0,3000.00000,1000.00000,-1000.00000,0,10.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,A5 V,,,,,,,,,1.50,0.30,-0.30,0,-0.470,,,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2014-05-14,2008-11,2014-05-14
HR 8799 e,HR 8799,1,1,4,Imaging,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=GRAVITY_COLLABORATION_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Gravity Collaboration et al. 2019</a>,,,,,16.400000,2.100000,-1.100000,0,13.115,1.457,-1.233,0,1.170,0.130,-0.110,0,3178.30000,2224.81000,-1271.32000,0,10.00000,7.00000,-4.00000,0,Mass,0.150000,0.080000,-0.080000,0,,,,,1150,50,-50,0,0,<a refstr=GRAVITY_COLLABORATION_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Gravity Collaboration et al. 2019</a>,A5,7400.00,,,0,,,,,,,,,-0.500,,,0,[Fe/H],4.00,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2019-06-24,2019-03,2019-06-27
HR 8799 e,HR 8799,0,1,4,Imaging,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MAROIS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.468.1080M/abstract target=ref> Marois et al. 2010 </a>,18000.00000000,,,0,14.500000,0.500000,-0.500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2019-06-24,2010-12,2014-05-14
HR 8799 e,HR 8799,0,1,4,Imaging,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,,,,,,,,,10.088,,,0,0.900,,,0,,,,,,,,,,,,,,,,,,1300,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.61,0.32,-0.21,0,,,,,,4.30,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2019-06-24,2016-03,2015-12-03
HR 8799 e,HR 8799,0,1,4,Imaging,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,20815.60000000,1128.62000000,-1128.62000000,0,16.990000,0.460000,-0.460000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>,,,,,,,,,,1.51,0.04,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h07m28.84s,346.8701486,+21d08m02.54s,21.1340376,41.2441000,0.1515000,-0.1505000,5.9800000,0.0100000,-0.0100000,5.2400000,0.0180000,-0.0180000,5.9091400,0.0018783,-0.0018783,2019-06-24,2016-03,2015-12-03
ITG 15 b,ITG 15 A,1,2,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,435.000000,4.000000,-4.000000,0,,,,,,,,,6674.39655,635.65681,-953.48522,0,21.00000,2.00000,-3.00000,0,Mass,,,,,,,,,2601,21,-56,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h39m44.89s,69.9370379,+26d01m52.37s,26.0312128,136.3700000,2.1130000,-2.0520000,,,,8.9500000,0.0180000,-0.0180000,14.9979000,0.0038030,-0.0038030,2024-05-08,2024-01,2024-05-08
LkCa 15 b,LkCa 15,1,1,2,Imaging,2015,Large Binocular Telescope Observatory,Published Confirmed,1,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,,,,,14.700000,2.100000,-2.100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4194.00,130.00,-130.00,0,1.61,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h39m17.80s,69.8241791,+22d21m03.12s,22.3508662,158.1520000,1.2230000,-1.2040000,12.0250000,0.0400000,-0.0400000,8.1630000,0.0180000,-0.0180000,11.5887000,0.0084420,-0.0084420,2015-12-02,2015-11,2015-12-03
LkCa 15 c,LkCa 15,1,1,2,Imaging,2015,Large Binocular Telescope Observatory,Published Confirmed,1,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,,,,,18.600000,2.500000,-2.500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4194.00,130.00,-130.00,0,1.61,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h39m17.80s,69.8241791,+22d21m03.12s,22.3508662,158.1520000,1.2230000,-1.2040000,12.0250000,0.0400000,-0.0400000,8.1630000,0.0180000,-0.0180000,11.5887000,0.0084420,-0.0084420,2015-12-02,2015-11,2015-12-03
Luhman 16 b,Luhman 16 A,0,1,1,Imaging,2017,Multiple Observatories,Published Confirmed,0,<a refstr=GARCIA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...846...97G/abstract target=ref>Garcia et al. 2017</a>,10001.00000000,73.00000000,-110.00000000,0,3.540000,0.050000,-0.050000,0,,,,,,,,,8867.41256,317.82841,-317.82841,0,27.90000,1.00000,-1.00000,0,Mass,0.350000,0.020000,-0.020000,0,,,,,,,,,0,<a refstr=GARCIA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...846...97G/abstract target=ref>Garcia et al. 2017</a>,,,,,,,,,,0.03,0.00,0.00,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h49m18.78s,162.3282594,-53d19m09.74s,-53.3193715,,,,,,,8.8410000,0.0210000,-0.0210000,,,,2024-04-05,2017-09,2024-04-05
Luhman 16 b,Luhman 16 A,1,1,1,Imaging,2017,Multiple Observatories,Published Confirmed,0,<a refstr=BEDIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AN....34530158B/abstract target=ref>Bedin et al. 2024</a>,9697.00000000,1790.00000000,-1534.00000000,0,3.520000,0.430000,-0.400000,0,,,,,,,,,9344.15517,63.56568,-63.56568,0,29.40000,0.20000,-0.20000,0,Mass,0.344000,0.050000,-0.090000,0,,,,,,,,,0,<a refstr=BEDIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AN....34530158B/abstract target=ref>Bedin et al. 2024</a>,,,,,,,,,,0.03,0.00,0.00,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h49m18.78s,162.3282594,-53d19m09.74s,-53.3193715,,,,,,,8.8410000,0.0210000,-0.0210000,,,,2024-04-10,2024-01,2024-04-10
MWC 758 c,MWC 758,1,1,1,Imaging,2023,Large Binocular Telescope Observatory,Published Confirmed,0,<a refstr=WAGNER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs.tmp..146W/abstract target=ref>Wagner et al. 2023</a>,,,,,100.000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,500,100,-100,0,0,<a refstr=WAGNER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs.tmp..146W/abstract target=ref>Wagner et al. 2023</a>,A8Ve,,,,,,,,,1.50,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h30m27.53s,82.6147199,+25d19m56.67s,25.3324076,159.5370000,1.7420000,-1.7060000,8.2700010,0.0300000,-0.0300000,5.8040000,0.0230000,-0.0230000,8.1995100,0.0009200,-0.0009200,2023-08-22,2023-07,2023-08-22
Oph 11 b,Oph 11,0,1,1,Imaging,2006,Gemini Observatory,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,256.000000,10.000000,-10.000000,0,,,,,,,,,5720.91133,635.65681,-635.65681,0,18.00000,2.00000,-2.00000,0,Mass,,,,,,,,,2408,62,-62,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h22m25.19s,245.6049610,-24d05m14.00s,-24.0872219,,,,,,,13.4230000,0.0510000,-0.0510000,18.9120000,0.0028040,-0.0028040,2024-05-08,2024-01,2024-05-08
Oph 11 b,Oph 11,0,1,1,Imaging,2006,Gemini Observatory,Published Confirmed,0,<a refstr=PECAUT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref> Pecaut et al. 2012 </a>,,,,,,,,,,,,,,,,,6674.43000,953.49000,-953.49000,0,21.00000,3.00000,-3.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=PECAUT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref> Pecaut et al. 2012 </a>,,,,,,,,,,0.05,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h22m25.19s,245.6049610,-24d05m14.00s,-24.0872219,,,,,,,13.4230000,0.0510000,-0.0510000,18.9120000,0.0028040,-0.0028040,2016-03-09,2012-02,2016-03-10
Oph 11 b,Oph 11,1,1,1,Imaging,2006,Gemini Observatory,Published Confirmed,0,<a refstr=CLOSE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1492C/abstract target=ref> Close et al. 2007 </a>,7300000.00000000,3650000.00000000,-3650000.00000000,0,243.000000,55.000000,-55.000000,0,,,,,,,,,4449.62000,1906.98000,-1589.15000,0,14.00000,6.00000,-5.00000,0,Mass,,,,,,,,,2175,175,-175,0,0,<a refstr=CLOSE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1492C/abstract target=ref> Close et al. 2007 </a>,M9,2375.00,175.00,-175.00,0,,,,,0.02,0.00,-0.01,0,,,,,,4.25,0.50,-0.50,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h22m25.19s,245.6049610,-24d05m14.00s,-24.0872219,,,,,,,13.4230000,0.0510000,-0.0510000,18.9120000,0.0028040,-0.0028040,2016-03-09,2007-05,2016-03-10
PDS 70 b,PDS 70,1,1,2,Imaging,2018,Paranal Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..263W/abstract target=ref>Wang et al. 2020</a>,,,,,20.000000,2.000000,-2.000000,0,30.488,2.242,-1.906,0,2.720,0.200,-0.170,0,953.49000,317.83000,-317.83000,0,3.00000,1.00000,-1.00000,0,Mass,0.190000,0.150000,-0.090000,0,,,,,1204,26,-27,0,0,<a refstr=WANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..263W/abstract target=ref>Wang et al. 2020</a>,,3972.00,36.00,-36.00,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2020-06,2020-07-09
PDS 70 b,PDS 70,0,1,2,Imaging,2018,Paranal Observatory,Published Confirmed,0,<a refstr=HAFFERT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,,,,,20.600000,1.200000,-1.200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HAFFERT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2019-06,2019-06-13
PDS 70 b,PDS 70,0,1,2,Imaging,2018,Paranal Observatory,Published Confirmed,0,<a refstr=M_UUML_LLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,,,,,22.200000,6.200000,-9.700000,0,,,,,,,,,,,,,,,,,,0.030000,0.220000,-0.030000,0,,,,,,,,,0,<a refstr=M_UUML_LLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,,3972.00,36.00,-36.00,0,1.26,0.15,-0.15,0,0.76,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2018-09,2019-03-05
PDS 70 b,PDS 70,0,1,2,Imaging,2018,Paranal Observatory,Published Confirmed,0,<a refstr=KEPPLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A..44K/abstract target=ref>Keppler et al. 2018</a>,43500.00000000,,,0,22.000000,,,0,14.572,,,-1,1.300,,,-1,2542.64000,1906.98000,-1906.98000,0,8.00000,6.00000,-6.00000,0,Mass,,,,,,,,,1200,200,-200,0,0,<a refstr=KEPPLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A..44K/abstract target=ref>Keppler et al. 2018</a>,K7,3972.00,36.00,-36.00,0,1.26,0.15,-0.15,0,0.76,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2018-09,2019-03-05
PDS 70 c,PDS 70,1,1,2,Imaging,2019,European Southern Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..263W/abstract target=ref>Wang et al. 2020</a>,,,,,34.000000,6.000000,-3.000000,0,22.866,6.837,-5.044,0,2.040,0.610,-0.450,0,635.66000,317.83000,-317.83000,0,2.00000,1.00000,-1.00000,0,Mass,0.110000,0.120000,-0.060000,0,,,,,995,71,-49,0,0,<a refstr=WANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..263W/abstract target=ref>Wang et al. 2020</a>,,3972.00,36.00,-36.00,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2020-06,2020-07-09
PDS 70 c,PDS 70,0,1,2,Imaging,2019,European Southern Observatory,Published Confirmed,0,<a refstr=HAFFERT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,,,,,34.500000,2.000000,-2.000000,0,,,,,,,,,3333.87385,1666.93692,-1666.93692,0,10.48949,5.24474,-5.24474,0,Msin(i)/sin(i),,,,,,,,,,,,,0,<a refstr=HAFFERT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000,0.5230000,-0.5190000,12.0320000,0.0800000,-0.0800000,8.5420000,0.0230000,-0.0230000,11.5848000,0.0024370,-0.0024370,2020-07-06,2019-06,2019-06-13
